col1,2MASS
2MASXJ14532715+3650076,14532715+3650076
2MASXJ16154791+3631378,16154791+3631378
2MASXJ16155264+3659509,16155264+3659509
2MASXJ16192781+3652301,16192781+3652301
2MASXJ16212794+3622354,16212794+3622354
2MASXJ17305418+3623293,17305418+3623293
2MASXJ21583158+3651428,1583158+3651428
2MASXJ02040841+3509591,02040841+3509591
2MASXJ02160989+3527193,02160989+3527193
2MASXJ02465006+3525062,02465006+3525062
2MASXJ02482642+3525561,02482642+3525561
2MASXJ02492582+3523352,02492582+3523352
2MASXJ02492868+3523072,02492868+3523072
2MASXJ10234520+3554365,10234520+3554365
2MASXJ11054901+3529331,11054901+3529331
2MASXJ11330349+3546576,11330349+3546576
2MASXJ12183786+3539401,12183786+3539401
2MASXJ12275850+3518540,12275850+3518540
2MASXJ12564083+3512594,12564083+3512594
2MASXJ14021181+3525515,14021181+3525515
2MASXJ14091865+3509368,14091865+3509368
2MASXJ14293305+3516509,14293305+3516509
2MASXJ14555917+3539479,14555917+3539479
2MASXJ15050539+3557501,15050539+3557501
2MASXJ15582551+3509076,15582551+3509076
2MASXJ16164174+3513078,16164174+3513078
2MASXJ00332951+3414597,00332951+3414597
2MASXJ01253616+3444115,01253616+3444115
2MASXJ02235537+3447023,02235537+3447023
2MASXJ08321762+3420310,08321762+3420310
2MASXJ09165818+3440021,09165818+3440021
2MASXJ09174479+3400074,09174479+3400074
2MASXJ09184393+3422416,09184393+3422416
2MASXJ09202079+3433489,09202079+3433489
2MASXJ09454846+3422444,09454846+3422444
2MASXJ09465560+3400250,09465560+3400250
2MASXJ09475099+3434171,09475099+3434171
2MASXJ10074751+3457458,10074751+3457458
2MASXJ10493558+3403132,10493558+3403132
2MASXJ11095345+3434354,11095345+3434354
2MASXJ13141291+3400098,13141291+3400098
2MASXJ14274557+3412321,14274557+3412321
2MASXJ15211924+3417464,15211924+3417464
2MASXJ16044083+3439516,16044083+3439516
2MASXJ16151701+3403315,16151701+3403315
2MASXJ16163542+3431591,16163542+3431591
2MASXJ16174565+3449445,16174565+3449445
2MASXJ16231999+3458134,16231999+3458134
2MASXJ16251762+3430580,16251762+3430580
2MASXJ00592772+3308141,00592772+3308141
2MASXJ01053687+3342576,01053687+3342576
2MASXJ01082606+3308529,01082606+3308529
2MASXJ01105887+3309072,01105887+3309072
2MASXJ01225172+3331021,01225172+3331021
2MASXJ01231145+3327362,01231145+3327362
2MASXJ01232787+3312152,01232787+3312152
2MASXJ01232801+3304592,01232801+3304592
2MASXJ01233995+3315222,01233995+3315222
2MASXJ01234154+3312102,01234154+3312102
2MASXJ01234950+3309222,01234950+3309222
2MASXJ01235853+3318481,01235853+3318481
2MASXJ01243853+3328214,01243853+3328214
2MASXJ01243952+3314085,01243952+3314085
2MASXJ01244381+3325465,01244381+3325465
2MASXJ01261252+3324183,01261252+3324183
2MASXJ01495888+3300561,01495888+3300561
2MASXJ01503343+3304281,01503343+3304281
2MASXJ01534200+3323391,01534200+3323391
2MASXJ01554309+3354299,01554309+3354299
2MASXJ01560078+3301343,01560078+3301343
2MASXJ01562411+3331164,01562411+3331164
2MASXJ05402435+3311311,05402435+3311311
2MASXJ06552767+3316495,06552767+3316495
2MASXJ07272628+3348405,07272628+3348405
2MASXJ08334075+3336242,08334075+3336242
2MASXJ09075043+3328055,09075043+3328055
2MASXJ09210114+3307362,09210114+3307362
2MASXJ09231556+3330389,09231556+3330389
2MASXJ09330658+3308176,09330658+3308176
2MASXJ10363021+3324282,10363021+3324282
2MASXJ11074016+3345537,11074016+3345537
2MASXJ11211141+3331278,11211141+3331278
2MASXJ11214203+3313115,11214203+3313115
2MASXJ12150344+3354400,12150344+3354400
2MASXJ13022199+3312548,13022199+3312548
2MASXJ13195675+3321207,13195675+3321207
2MASXJ13202356+3308079,13202356+3308079
2MASXJ13202389+3310369,13202389+3310369
2MASXJ13233117+3347368,13233117+3347368
2MASXJ13295388+3302035,13295388+3302035
2MASXJ13353880+3340076,13353880+3340076
2MASXJ13364863+3329210,13364863+3329210
2MASXJ13590442+3308452,13590442+3308452
2MASXJ14560444+3344230,14560444+3344230
2MASXJ15315971+3351270,15315971+3351270
2MASXJ15354172+3323307,15354172+3323307
2MASXJ00000914+3244182,00000914+3244182
2MASXJ01070577+3247425,01070577+3247425
2MASXJ01071757+3228581,01071757+3228581
2MASXJ01072493+3224452,01072493+3224452
2MASXJ01072503+3217341,01072503+3217341
2MASXJ01073133+3221432,01073133+3221432
2MASXJ01074719+3218352,01074719+3218352
2MASXJ01085920+3238037,01085920+3238037
2MASXJ01091415+3245078,01091415+3245078
2MASXJ01095777+3244049,01095777+3244049
2MASXJ01111132+3242061,01111132+3242061
2MASXJ01120966+3207233,01120966+3207233
2MASXJ01202867+3242322,01202867+3242322
2MASXJ01235192+3239321,01235192+3239321
2MASXJ01285259+3202229,01285259+3202229
2MASXJ01303561+3213553,01303561+3213553
2MASXJ01460873+3225424,01460873+3225424
2MASXJ01482028+3237006,01482028+3237006
2MASXJ01571772+3233492,01571772+3233492
2MASXJ02033320+3216092,02033320+3216092
2MASXJ02431504+3225300,02431504+3225300
2MASXJ02445784+3242224,02445784+3242224
2MASXJ02542636+3229245,02542636+3229245
2MASXJ02550397+3235044,02550397+3235044
2MASXJ08324446+3203504,08324446+3203504
2MASXJ09015125+3237234,09015125+3237234
2MASXJ09083840+3235344,09083840+3235344
2MASXJ09162163+3249471,09162163+3249471
2MASXJ09174676+3228054,09174676+3228054
2MASXJ09243116+3241386,09243116+3241386
2MASXJ11283844+3244287,11283844+3244287
2MASXJ11474317+3256514,11474317+3256514
2MASXJ12090842+3256303,12090842+3256303
2MASXJ12391260+3250298,12391260+3250298
2MASXJ13092318+3241467,13092318+3241467
2MASXJ13292274+3205114,13292274+3205114
2MASXJ13413331+3225571,13413331+3225571
2MASXJ13444645+3251483,13444645+3251483
2MASXJ14461185+3234583,14461185+3234583
2MASXJ15095709+3241241,15095709+3241241
2MASXJ15261474+3251280,15261474+3251280
2MASXJ00012677+3126016,00012677+3126016
2MASXJ00030887+3102108,00030887+3102108
2MASXJ00131246+3108462,00131246+3108462
2MASXJ00533510+3125110,00533510+3125110
2MASXJ01143109+3106589,01143109+3106589
2MASXJ01312351+3125130,01312351+3125130
2MASXJ01324407+3144518,01324407+3144518
2MASXJ01364827+3153310,01364827+3153310
2MASXJ01365306+3153450,01365306+3153450
2MASXJ01541099+3115282,01541099+3115282
2MASXJ02042445+3120049,02042445+3120049
2MASXJ02161583+3113543,02161583+3113543
2MASXJ02172864+3137449,02172864+3137449
2MASXJ02441621+3121599,02441621+3121599
2MASXJ07340975+3124212,07340975+3124212
2MASXJ08311845+3109460,08311845+3109460
2MASXJ08381671+3149023,08381671+3149023
2MASXJ09184198+3126406,09184198+3126406
2MASXJ09401601+3127431,09401601+3127431
2MASXJ09585352+3105411,09585352+3105411
2MASXJ10034025+3109430,10034025+3109430
2MASXJ10431868+3132558,10431868+3132558
2MASXJ11150853+3100070,11150853+3100070
2MASXJ12323039+3122301,12323039+3122301
2MASXJ13102069+3126384,13102069+3126384
2MASXJ13162775+3101531,13162775+3101531
2MASXJ13202731+3121419,13202731+3121419
2MASXJ13202887+3121069,13202887+3121069
2MASXJ13203307+3115278,13203307+3115278
2MASXJ13375734+3123117,13375734+3123117
2MASXJ14052328+3111171,14052328+3111171
2MASXJ14435027+3131286,14435027+3131286
2MASXJ14503696+3155184,14503696+3155184
2MASXJ16075367+3106503,16075367+3106503
2MASXJ17030732+3141593,17030732+3141593
2MASXJ17074697+3108231,17074697+3108231
2MASXJ22505782+3111310,505782+3111310
2MASXJ23265188+3120314,3265188+3120314
2MASXJ00130073+3054551,00130073+3054551
2MASXJ00135693+3052587,00135693+3052587
2MASXJ00381230+3053277,00381230+3053277
2MASXJ00524213+3038208,00524213+3038208
2MASXJ00573274+3016508,00573274+3016508
2MASXJ01134263+3009192,01134263+3009192
2MASXJ01160599+3020568,01160599+3020568
2MASXJ01202332+3024172,01202332+3024172
2MASXJ01205855+3015342,01205855+3015342
2MASXJ01232687+3046192,01232687+3046192
2MASXJ01402764+3037402,01402764+3037402
2MASXJ02074614+3057564,02074614+3057564
2MASXJ02140782+3025212,02140782+3025212
2MASXJ02150381+3044205,02150381+3044205
2MASXJ02152631+3051296,02152631+3051296
2MASXJ02213591+3037090,02213591+3037090
2MASXJ02351340+3054486,02351340+3054486
2MASXJ02492094+3040022,02492094+3040022
2MASXJ02492249+3038372,02492249+3038372
2MASXJ02554547+3045217,02554547+3045217
2MASXJ02595202+3004467,02595202+3004467
2MASXJ08281650+3037182,08281650+3037182
2MASXJ09142644+3038113,09142644+3038113
2MASXJ09144219+3010342,09144219+3010342
2MASXJ09161561+3049261,09161561+3049261
2MASXJ09163765+3054191,09163765+3054191
2MASXJ09272471+3001323,09272471+3001323
2MASXJ09452040+3054383,09452040+3054383
2MASXJ10105786+3029262,10105786+3029262
2MASXJ10314021+3029311,10314021+3029311
2MASXJ10414865+3023117,10414865+3023117
2MASXJ11140917+3020306,11140917+3020306
2MASXJ11334272+3015559,11334272+3015559
2MASXJ11342981+3048510,11342981+3048510
2MASXJ11440310+3028410,11440310+3028410
2MASXJ12030802+3023411,12030802+3023411
2MASXJ12060306+3043553,12060306+3043553
2MASXJ12160347+3047153,12160347+3047153
2MASXJ13183705+3051552,13183705+3051552
2MASXJ13185971+3046512,13185971+3046512
2MASXJ13202188+3056559,13202188+3056559
2MASXJ13242018+3030326,13242018+3030326
2MASXJ13430728+3055153,13430728+3055153
2MASXJ13441328+3006341,13441328+3006341
2MASXJ13592212+3025253,13592212+3025253
2MASXJ14263342+3007121,14263342+3007121
2MASXJ15462458+3016014,15462458+3016014
2MASXJ16153898+3047217,16153898+3047217
2MASXJ16184119+3037417,16184119+3037417
2MASXJ17034995+3049337,17034995+3049337
2MASXJ21202512+3026185,1202512+3026185
2MASXJ22432036+3028312,432036+3028312
2MASXJ01012021+4901169,01012021+4901169
2MASXJ02091758+4940144,02091758+4940144
2MASXJ10430181+4936319,10430181+4936319
2MASXJ11271542+4917273,11271542+4917273
2MASXJ11320326+4910255,11320326+4910255
2MASXJ11341619+4900142,11341619+4900142
2MASXJ11345990+4904527,11345990+4904527
2MASXJ11352621+4905138,11352621+4905138
2MASXJ12191857+4900031,12191857+4900031
2MASXJ13321917+4908142,13321917+4908142
2MASXJ19080569+4950401,19080569+4950401
2MASXJ19282844+4914057,19282844+4914057
2MASXJ19470674+4952234,19470674+4952234
2MASXJ01475780+4857042,01475780+4857042
2MASXJ06564345+4854054,06564345+4854054
2MASXJ07090797+4836561,07090797+4836561
2MASXJ07092309+4838079,07092309+4838079
2MASXJ08460829+4828127,08460829+4828127
2MASXJ09121999+4859388,09121999+4859388
2MASXJ09433089+4825045,09433089+4825045
2MASXJ10542549+4819013,10542549+4819013
2MASXJ10545373+4856401,10545373+4856401
2MASXJ11353953+4855278,11353953+4855278
2MASXJ11375977+4855479,11375977+4855479
2MASXJ12183779+4831490,12183779+4831490
2MASXJ19265904+4826412,19265904+4826412
2MASXJ23590307+4821369,3590307+4821369
2MASXJ09123279+4737383,09123279+4737383
2MASXJ09125574+4743344,09125574+4743344
2MASXJ10071289+4740290,10071289+4740290
2MASXJ11380481+4722220,11380481+4722220
2MASXJ12352634+4743488,12352634+4743488
2MASXJ13183659+4719489,13183659+4719489
2MASXJ13183818+4703431,13183818+4703431
2MASXJ14594036+4755293,14594036+4755293
2MASXJ15424506+4725426,15424506+4725426
2MASXJ19002739+4706370,19002739+4706370
2MASXJ19015983+4705451,19015983+4705451
2MASXJ19071972+4746242,19071972+4746242
2MASXJ19145375+4705012,19145375+4705012
2MASXJ19292211+4723506,19292211+4723506
2MASXJ19513342+4755545,19513342+4755545
2MASXJ00410109+4628287,00410109+4628287
2MASXJ00575820+4609114,00575820+4609114
2MASXJ03372064+4633324,03372064+4633324
2MASXJ05394154+4629010,05394154+4629010
2MASXJ07081396+4606569,07081396+4606569
2MASXJ08144421+4627256,08144421+4627256
2MASXJ08212213+4644372,08212213+4644372
2MASXJ08360213+4615351,08360213+4615351
2MASXJ10505782+4636230,10505782+4636230
2MASXJ11075039+4641580,11075039+4641580
2MASXJ11390929+4648232,11390929+4648232
2MASXJ11513008+4658491,11513008+4658491
2MASXJ12441426+4624488,12441426+4624488
2MASXJ12514032+4653599,12514032+4653599
2MASXJ12523583+4620494,12523583+4620494
2MASXJ14012807+4625119,14012807+4625119
2MASXJ15565837+4621505,15565837+4621505
2MASXJ16455434+4618230,16455434+4618230
2MASXJ16520692+4644495,16520692+4644495
2MASXJ16524552+4624531,16524552+4624531
2MASXJ17140536+4629410,17140536+4629410
2MASXJ18523435+4616531,18523435+4616531
2MASXJ18573247+4637209,18573247+4637209
2MASXJ18581045+4642380,18581045+4642380
2MASXJ18583574+4638300,18583574+4638300
2MASXJ19023869+4609502,19023869+4609502
2MASXJ19160699+4648092,19160699+4648092
2MASXJ19161517+4644552,19161517+4644552
2MASXJ19204424+4650361,19204424+4650361
2MASXJ19504393+4648177,19504393+4648177
2MASXJ00251885+4554009,00251885+4554009
2MASXJ01014909+4558437,01014909+4558437
2MASXJ02475013+4518207,02475013+4518207
2MASXJ02552226+4530158,02552226+4530158
2MASXJ03424690+4522170,03424690+4522170
2MASXJ03453821+4554254,03453821+4554254
2MASXJ03550404+4544547,03550404+4544547
2MASXJ07524421+4556576,07524421+4556576
2MASXJ08153580+4543033,08153580+4543033
2MASXJ10592882+4553492,10592882+4553492
2MASXJ14060066+4546365,14060066+4546365
2MASXJ14071371+4553240,14071371+4553240
2MASXJ14165678+4538352,14165678+4538352
2MASXJ15310402+4558360,15310402+4558360
2MASXJ18373381+4543380,18373381+4543380
2MASXJ19105416+4519448,19105416+4519448
2MASXJ19132318+4515129,19132318+4515129
2MASXJ19134338+4549090,19134338+4549090
2MASXJ19303675+4501208,19303675+4501208
2MASXJ00470761+4432035,00470761+4432035
2MASXJ01341175+4426309,01341175+4426309
2MASXJ02220446+4453371,02220446+4453371
2MASXJ02521982+4403557,02521982+4403557
2MASXJ05342516+4459279,05342516+4459279
2MASXJ09000025+4445253,09000025+4445253
2MASXJ09064478+4415391,09064478+4415391
2MASXJ09154452+4414095,09154452+4414095
2MASXJ09171413+4429209,09171413+4429209
2MASXJ09211287+4457105,09211287+4457105
2MASXJ09311877+4446469,09311877+4446469
2MASXJ10393181+4443216,10393181+4443216
2MASXJ10443006+4413202,10443006+4413202
2MASXJ10560243+4423441,10560243+4423441
2MASXJ12305516+4454028,12305516+4454028
2MASXJ12383964+4439466,12383964+4439466
2MASXJ12414762+4454524,12414762+4454524
2MASXJ12415922+4423554,12415922+4423554
2MASXJ17452983+4450163,17452983+4450163
2MASXJ18412638+4409013,18412638+4409013
2MASXJ19103147+4418374,19103147+4418374
2MASXJ19190292+4413563,19190292+4413563
2MASXJ19192349+4411083,19192349+4411083
2MASXJ19192555+4405063,19192555+4405063
2MASXJ19195556+4453545,19195556+4453545
2MASXJ19201839+4402436,19201839+4402436
2MASXJ19205855+4425051,19205855+4425051
2MASXJ19210084+4410571,19210084+4410571
2MASXJ19223199+4403385,19223199+4403385
2MASXJ19232203+4447127,19232203+4447127
2MASXJ19262731+4441571,19262731+4441571
2MASXJ19572347+4421490,19572347+4421490
2MASXJ20021601+4437115,0021601+4437115
2MASXJ21383365+4409322,1383365+4409322
2MASXJ00313230+4335324,00313230+4335324
2MASXJ00573909+4348024,00573909+4348024
2MASXJ01185035+4341420,01185035+4341420
2MASXJ02223111+4303548,02223111+4303548
2MASXJ02241576+4335318,02241576+4335318
2MASXJ02301886+4318375,02301886+4318375
2MASXJ10342118+4344072,10342118+4344072
2MASXJ10531695+4327036,10531695+4327036
2MASXJ12463329+4344344,12463329+4344344
2MASXJ13045722+4330422,13045722+4330422
2MASXJ13083432+4342152,13083432+4342152
2MASXJ13213246+4329534,13213246+4329534
2MASXJ17394023+4321081,17394023+4321081
2MASXJ17521950+4307249,17521950+4307249
2MASXJ19003735+4343281,19003735+4343281
2MASXJ19081765+4328002,19081765+4328002
2MASXJ19153639+4308564,19153639+4308564
2MASXJ19162958+4354172,19162958+4354172
2MASXJ19212314+4340364,19212314+4340364
2MASXJ19212400+4330034,19212400+4330034
2MASXJ19214163+4357484,19214163+4357484
2MASXJ19214891+4325300,19214891+4325300
2MASXJ19472435+4351565,19472435+4351565
2MASXJ01271827+4210504,01271827+4210504
2MASXJ01595258+4209437,01595258+4209437
2MASXJ02232064+4242192,02232064+4242192
2MASXJ02232364+4251482,02232364+4251482
2MASXJ02243692+4206515,02243692+4206515
2MASXJ02244441+4237225,02244441+4237225
2MASXJ02252279+4202074,02252279+4202074
2MASXJ02254804+4241026,02254804+4241026
2MASXJ09044346+4219135,09044346+4219135
2MASXJ10455073+4242282,10455073+4242282
2MASXJ11061168+4236336,11061168+4236336
2MASXJ11080252+4208410,11080252+4208410
2MASXJ11080871+4211341,11080871+4211341
2MASXJ11081861+4209442,11081861+4209442
2MASXJ12174700+4236209,12174700+4236209
2MASXJ12395349+4256071,12395349+4256071
2MASXJ12433058+4258160,12433058+4258160
2MASXJ13041968+4214150,13041968+4214150
2MASXJ13044550+4256181,13044550+4256181
2MASXJ14354482+4229038,14354482+4229038
2MASXJ18112765+4207520,18112765+4207520
2MASXJ18385463+4203214,18385463+4203214
2MASXJ18445971+4243107,18445971+4243107
2MASXJ19004970+4220560,19004970+4220560
2MASXJ19100512+4229113,19100512+4229113
2MASXJ19304354+4201378,19304354+4201378
2MASXJ01263480+4103587,01263480+4103587
2MASXJ02105551+4120529,02105551+4120529
2MASXJ02310756+4158035,02310756+4158035
2MASXJ08320138+4141568,08320138+4141568
2MASXJ08452005+4132325,08452005+4132325
2MASXJ09042149+4128537,09042149+4128537
2MASXJ09415475+4123390,09415475+4123390
2MASXJ12202234+4155065,12202234+4155065
2MASXJ13035654+4103186,13035654+4103186
2MASXJ13254005+4158284,13254005+4158284
2MASXJ15420412+4139485,15420412+4139485
2MASXJ17171627+4103099,17171627+4103099
2MASXJ17191180+4125039,17191180+4125039
2MASXJ18455989+4149029,18455989+4149029
2MASXJ19061720+4136569,19061720+4136569
2MASXJ19304685+4153298,19304685+4153298
2MASXJ19312569+4154023,19312569+4154023
2MASXJ19322318+4155252,19322318+4155252
2MASXJ19480347+4119397,19480347+4119397
2MASXJ21401032+4130099,1401032+4130099
2MASXJ02162450+4000360,02162450+4000360
2MASXJ02170461+4007598,02170461+4007598
2MASXJ02420841+4030347,02420841+4030347
2MASXJ02484968+4040456,02484968+4040456
2MASXJ02512681+4007350,02512681+4007350
2MASXJ09525648+4044186,09525648+4044186
2MASXJ10432061+4047104,10432061+4047104
2MASXJ12285353+4009480,12285353+4009480
2MASXJ12465779+4032270,12465779+4032270
2MASXJ12523956+4006110,12523956+4006110
2MASXJ13290484+4006260,13290484+4006260
2MASXJ16285176+4021049,16285176+4021049
2MASXJ17031753+4031449,17031753+4031449
2MASXJ17131009+4055085,17131009+4055085
2MASXJ17142813+4054360,17142813+4054360
2MASXJ17305452+4022594,17305452+4022594
2MASXJ17325165+4049079,17325165+4049079
2MASXJ18515508+4047240,18515508+4047240
2MASXJ19072261+4046577,19072261+4046577
2MASXJ19535231+4030596,19535231+4030596
2MASXJ11411612+5953092,11411612+5953092
2MASXJ11485036+5924561,11485036+5924561
2MASXJ13020641+5943158,13020641+5943158
2MASXJ11300711+5826154,11300711+5826154
2MASXJ12295039+5802199,12295039+5802199
2MASXJ13543156+5801507,13543156+5801507
2MASXJ06043422+5737401,06043422+5737401
2MASXJ09122310+5740009,09122310+5740009
2MASXJ10564980+5724458,10564980+5724458
2MASXJ11574297+5733568,11574297+5733568
2MASXJ12182833+5714177,12182833+5714177
2MASXJ14062007+5737072,14062007+5737072
2MASXJ17154083+5732066,17154083+5732066
2MASXJ17222789+5709503,17222789+5709503
2MASXJ04504050+5638450,04504050+5638450
2MASXJ07160195+5649050,07160195+5649050
2MASXJ10331438+5644300,10331438+5644300
2MASXJ11223347+5649593,11223347+5649593
2MASXJ11331927+5610565,11331927+5610565
2MASXJ12152460+5658203,12152460+5658203
2MASXJ13412270+5604158,13412270+5604158
2MASXJ15301518+5649556,15301518+5649556
2MASXJ15335352+5641268,15335352+5641268
2MASXJ02410804+5502171,02410804+5502171
2MASXJ04421313+5501214,04421313+5501214
2MASXJ07211544+5553237,07211544+5553237
2MASXJ08131699+5507352,08131699+5507352
2MASXJ08314117+5555525,08314117+5555525
2MASXJ08333173+5550471,08333173+5550471
2MASXJ08500759+5522116,08500759+5522116
2MASXJ10433765+5549219,10433765+5549219
2MASXJ11334385+5551587,11334385+5551587
2MASXJ11360387+5503497,11360387+5503497
2MASXJ11465537+5546302,11465537+5546302
2MASXJ11472912+5543510,11472912+5543510
2MASXJ11521430+5554475,11521430+5554475
2MASXJ12101599+5515279,12101599+5515279
2MASXJ12135462+5555014,12135462+5555014
2MASXJ12215114+5543525,12215114+5543525
2MASXJ12221222+5559358,12221222+5559358
2MASXJ13474689+5511201,13474689+5511201
2MASXJ13505100+5526436,13505100+5526436
2MASXJ15440102+5516425,15440102+5516425
2MASXJ07211372+5451397,07211372+5451397
2MASXJ08130939+5407292,08130939+5407292
2MASXJ08150839+5418359,08150839+5418359
2MASXJ08454447+5403125,08454447+5403125
2MASXJ09232743+5449451,09232743+5449451
2MASXJ09351942+5436313,09351942+5436313
2MASXJ09355322+5428380,09355322+5428380
2MASXJ09454617+5440043,09454617+5440043
2MASXJ09465151+5427192,09465151+5427192
2MASXJ09480200+5417089,09480200+5417089
2MASXJ09504074+5411207,09504074+5411207
2MASXJ10091193+5410465,10091193+5410465
2MASXJ10315012+5421190,10315012+5421190
2MASXJ11354360+5455336,11354360+5455336
2MASXJ11421591+5443149,11421591+5443149
2MASXJ11453070+5400458,11453070+5400458
2MASXJ12030058+5452164,12030058+5452164
2MASXJ14090438+5452205,14090438+5452205
2MASXJ15243619+5444522,15243619+5444522
2MASXJ08484312+5347540,08484312+5347540
2MASXJ09271692+5349116,09271692+5349116
2MASXJ09591335+5336146,09591335+5336146
2MASXJ11155435+5329213,11155435+5329213
2MASXJ11174894+5312552,11174894+5312552
2MASXJ13034961+5328190,13034961+5328190
2MASXJ13480243+5300144,13480243+5300144
2MASXJ16482499+5324345,16482499+5324345
2MASXJ16490008+5306554,16490008+5306554
2MASXJ16491537+5326516,16491537+5326516
2MASXJ08125580+5221562,08125580+5221562
2MASXJ08394404+5257153,08394404+5257153
2MASXJ09194888+5243225,09194888+5243225
2MASXJ09273514+5212375,09273514+5212375
2MASXJ10230949+5249341,10230949+5249341
2MASXJ13213784+5230573,13213784+5230573
2MASXJ16211942+5256014,16211942+5256014
2MASXJ16473817+5235003,16473817+5235003
2MASXJ08553876+5153227,08553876+5153227
2MASXJ08565924+5120504,08565924+5120504
2MASXJ09450581+5131230,09450581+5131230
2MASXJ10535504+5120066,10535504+5120066
2MASXJ12171100+5112563,12171100+5112563
2MASXJ13163400+5125557,13163400+5125557
2MASXJ16450180+5116081,16450180+5116081
2MASXJ17281958+5132343,17281958+5132343
2MASXJ19100645+5103270,19100645+5103270
2MASXJ19130403+5134083,19130403+5134083
2MASXJ19192687+5151522,19192687+5151522
2MASXJ19280996+5119166,19280996+5119166
2MASXJ09101187+5024048,09101187+5024048
2MASXJ09185458+5001143,09185458+5001143
2MASXJ09260503+5026173,09260503+5026173
2MASXJ10083088+5056352,10083088+5056352
2MASXJ10550792+5055300,10550792+5055300
2MASXJ11581545+5011217,11581545+5011217
2MASXJ17272917+5004490,17272917+5004490
2MASXJ19145211+5040517,19145211+5040517
2MASXJ19190105+5020487,19190105+5020487
2MASXJ19413886+5042111,19413886+5042111
2MASXJ19430834+5028543,19430834+5028543
2MASXJ12500214+6235451,12500214+6235451
2MASXJ12543618+6213447,12543618+6213447
2MASXJ12570989+6219304,12570989+6219304
2MASXJ13074880+6220500,13074880+6220500
2MASXJ13093059+6209458,13093059+6209458
2MASXJ13163944+6237579,13163944+6237579
2MASXJ13151001+6127239,13151001+6127239
2MASXJ12442358+6020577,12442358+6020577
2MASXJ13073674+6009256,13073674+6009256
2MASXJ12540150+7438553,12540150+7438553
2MASXJ13082083+7334196,13082083+7334196
