col1,2MASS
2MASXJ15461699+4038452,15461699+4038452
2MASXJ16485857+4000417,16485857+4000417
2MASXJ17193164+4017066,17193164+4017066
2MASXJ17194481+4047407,17194481+4047407
2MASXJ19541800+4056251,19541800+4056251
2MASXJ19565376+4021092,19565376+4021092
2MASXJ11490400+5925580,11490400+5925580
2MASXJ12554712+5921523,12554712+5921523
2MASXJ11184831+5836337,11184831+5836337
2MASXJ11354129+5819257,11354129+5819257
2MASXJ13261669+5840599,13261669+5840599
2MASXJ14065083+5800503,14065083+5800503
2MASXJ09275371+5722316,09275371+5722316
2MASXJ09322512+5728588,09322512+5728588
2MASXJ10505236+5735064,10505236+5735064
2MASXJ11300353+5718295,11300353+5718295
2MASXJ13311479+5747581,13311479+5747581
2MASXJ08184949+5617451,08184949+5617451
2MASXJ08220566+5625347,08220566+5625347
2MASXJ09233654+5603171,09233654+5603171
2MASXJ11130988+5658342,11130988+5658342
2MASXJ11311811+5608125,11311811+5608125
2MASXJ11343283+5630270,11343283+5630270
2MASXJ11445536+5602223,11445536+5602223
2MASXJ12043650+5606478,12043650+5606478
2MASXJ13593324+5602283,13593324+5602283
2MASXJ17000791+5606364,17000791+5606364
2MASXJ08013634+5519391,08013634+5519391
2MASXJ08234901+5521491,08234901+5521491
2MASXJ08281135+5525499,08281135+5525499
2MASXJ08282059+5539599,08282059+5539599
2MASXJ08383573+5538249,08383573+5538249
2MASXJ08402890+5536001,08402890+5536001
2MASXJ09200366+5555523,09200366+5555523
2MASXJ09255956+5541114,09255956+5541114
2MASXJ09394161+5536311,09394161+5536311
2MASXJ10021854+5519022,10021854+5519022
2MASXJ10041582+5551319,10041582+5551319
2MASXJ11375364+5559411,11375364+5559411
2MASXJ12262515+5549423,12262515+5549423
2MASXJ14101648+5505436,14101648+5505436
2MASXJ16221080+5502542,16221080+5502542
2MASXJ09190022+5452021,09190022+5452021
2MASXJ09290885+5441008,09290885+5441008
2MASXJ09415581+5417043,09415581+5417043
2MASXJ09444697+5438458,09444697+5438458
2MASXJ09462902+5438413,09462902+5438413
2MASXJ09500369+5429058,09500369+5429058
2MASXJ10011593+5442546,10011593+5442546
2MASXJ10041354+5407489,10041354+5407489
2MASXJ11395453+5457456,11395453+5457456
2MASXJ14082201+5449078,14082201+5449078
2MASXJ14120432+5430354,14120432+5430354
2MASXJ14133630+5438131,14133630+5438131
2MASXJ15302775+5432320,15302775+5432320
2MASXJ16014258+5411162,16014258+5411162
2MASXJ08164735+5319261,08164735+5319261
2MASXJ08403369+5343350,08403369+5343350
2MASXJ09455487+5353136,09455487+5353136
2MASXJ09471779+5349188,09471779+5349188
2MASXJ09542146+5339061,09542146+5339061
2MASXJ09543052+5310092,09543052+5310092
2MASXJ10060434+5342529,10060434+5342529
2MASXJ10083726+5336402,10083726+5336402
2MASXJ13025648+5358549,13025648+5358549
2MASXJ08411442+5211439,08411442+5211439
2MASXJ09254531+5223514,09254531+5223514
2MASXJ09520843+5207300,09520843+5207300
2MASXJ09530506+5210367,09530506+5210367
2MASXJ16020551+5233168,16020551+5233168
2MASXJ16183069+5209481,16183069+5209481
2MASXJ09052438+5127368,09052438+5127368
2MASXJ09081322+5139069,09081322+5139069
2MASXJ09100638+5154429,09100638+5154429
2MASXJ09145835+5121392,09145835+5121392
2MASXJ09315998+5122539,09315998+5122539
2MASXJ09335688+5131449,09335688+5131449
2MASXJ13241807+5115013,13241807+5115013
2MASXJ13445920+5101255,13445920+5101255
2MASXJ16053057+5124071,16053057+5124071
2MASXJ17162072+5114070,17162072+5114070
2MASXJ17313728+5143126,17313728+5143126
2MASXJ19143565+5151157,19143565+5151157
2MASXJ19221675+5144553,19221675+5144553
2MASXJ08145557+5039454,08145557+5039454
2MASXJ08363825+5055469,08363825+5055469
2MASXJ09103209+5026000,09103209+5026000
2MASXJ11025276+5049095,11025276+5049095
2MASXJ12285408+5022583,12285408+5022583
2MASXJ13075095+5015230,13075095+5015230
2MASXJ19195578+5018292,19195578+5018292
2MASXJ19210204+5048106,19210204+5048106
2MASXJ19340002+5001002,19340002+5001002
2MASXJ19430729+5026463,19430729+5026463
2MASXJ19485956+5018471,19485956+5018471
2MASXJ12552688+6400536,12552688+6400536
2MASXJ13023999+6344490,13023999+6344490
2MASXJ13100598+6305208,13100598+6305208
2MASXJ12405334+6222032,12405334+6222032
2MASXJ12531396+6238198,12531396+6238198
2MASXJ13061566+6200268,13061566+6200268
2MASXJ13073691+6212576,13073691+6212576
2MASXJ13084652+6216177,13084652+6216177
2MASXJ13114886+6239048,13114886+6239048
2MASXJ13135442+6236392,13135442+6236392
2MASXJ13150766+6231169,13150766+6231169
2MASXJ13032994+6129578,13032994+6129578
2MASXJ13063344+6127197,13063344+6127197
2MASXJ13080473+6134592,13080473+6134592
2MASXJ13131405+6102547,13131405+6102547
2MASXJ12522773+6004009,12522773+6004009
2MASXJ12592787+6055258,12592787+6055258
2MASXJ13041249+6059143,13041249+6059143
2MASXJ13134902+6041051,13134902+6041051
2MASXJ13133432+7603367,13133432+7603367
2MASXJ13021987+7524148,13021987+7524148
2MASXJ12453822+7428535,12453822+7428535
2MASXJ13020474+7449057,13020474+7449057
2MASXJ12500572+7315592,12500572+7315592
